w_judge,e_judge,w_rank,w_name,ruler,e_rank,e_name,year,month,day
0,1,J8e,Asahisho,oshidashi,J4w,Homarefuji,2014,07,15
0,1,J5e,Seiro,oshidashi,J7e,Tokushinho,2014,07,15
1,0,J6e,Amuru,yorikiri,J8w,Tosayutaka,2014,07,15
1,0,J9w,Fujiazuma,yorikiri,J6w,Asasekiryu,2014,07,15
0,1,J13e,Wakanoshima,fumidashi,J7w,Chiyoo,2014,07,15
0,1,J9e,Satoyama,tsukitaoshi,J14w,Tochihiryu,2014,07,15
1,0,J12w,Daieisho,hatakikomi,J11w,Chiyonokuni,2014,07,15
1,0,J14e,Kizenryu,hatakikomi,Ms3w,Sagatsukasa,2014,07,15
1,0,Y1e,Hakuho,hatakikomi,K1w,Chiyotairyu,2014,09,1
0,1,K1e,Jokoryu,hatakikomi,Y1w,Kakuryu,2014,09,1
1,0,Y2e,Harumafuji,hatakikomi,M1w,Endo,2014,09,1
0,1,O1e,Kotoshogiku,hatakikomi,M1e,Terunofuji,2014,09,1
0,1,M2w,Toyonoshima,oshidashi,O1w,Kisenosato,2014,09,1
1,0,M2e,Takayasu,tsukiotoshi,O2w,Goeido,2014,09,1
1,0,M3e,Aoiyama,hatakikomi,S1w,Takekaze,2014,09,1
0,1,M4e,Takarafuji,oshidashi,M3w,Yoshikaze,2014,09,1
1,0,M5e,Toyohibiki,oshidashi,M4w,Osunaarashi,2014,09,1
0,1,M6e,Aminishiki,oshidashi,M5w,Ikioi,2014,09,1
1,0,M7e,Shohozan,yorikiri,M6w,Kaisei,2014,09,1
1,0,M8e,Tochiozan,uwatedashinage,M7w,Chiyootori,2014,09,1
1,0,M9e,Tamawashi,okuridashi,M8w,Arawashi,2014,09,1
1,0,M10e,Ichinojo,uwatenage,M9w,Tochinowaka,2014,09,1
0,1,M11e,Chiyomaru,tsukidashi,M10w,Kitataiki,2014,09,1
1,0,M12e,Sadanoumi,yorikiri,M11w,Takanoiwa,2014,09,1
0,1,M13w,Sokokurai,yorikiri,M12w,Sadanofuji,2014,09,1
1,0,M14e,Kyokutenho,uwatenage,M15w,Okinoumi,2014,09,1
0,1,M15e,Kyokushuho,yorikiri,M16e,Tokitenku,2014,09,1
1,0,J1e,Tokushoryu,yorikiri,M16w,Kagamio,2014,09,1
0,1,J2e,Homarefuji,oshidashi,J1w,Amuru,2014,09,1
0,1,J3e,Shotenro,oshidashi,J2w,Sotairyu,2014,09,1
1,0,J4e,Tosayutaka,yorikiri,J3w,Gagamaru,2014,09,1
0,1,J5e,Wakanosato,oshidashi,J4w,Kotoyuki,2014,09,1
0,1,J6e,Tamaasuka,yorikiri,J5w,Tochinoshin,2014,09,1
1,0,J7e,Asasekiryu,hikiotoshi,J6w,Fujiazuma,2014,09,1
0,1,J8e,Tokushinho,oshidashi,J8w,Chiyoo,2014,09,1
0,1,J9e,Daieisho,oshidashi,J9w,Satoyama,2014,09,1
1,0,J10e,Sakigake,yorikiri,J10w,Seiro,2014,09,1
1,0,J11e,Asahisho,oshidashi,J11w,Yoshiazuma,2014,09,1
0,1,J12e,Daido,oshidashi,J12w,Kitaharima,2014,09,1
1,0,J13e,Akiseyama,oshitaoshi,J13w,Chiyonokuni,2014,09,1
0,1,J14e,Kyokutaisei,oshidashi,J14w,Wakakoyu,2014,09,1
0,1,M1e,Terunofuji,kubinage,Y1w,Kakuryu,2014,09,2
1,0,Y2e,Harumafuji,oshidashi,K1w,Chiyotairyu,2014,09,2
1,0,Y1e,Hakuho,hatakikomi,M1w,Endo,2014,09,2
1,0,M3e,Aoiyama,hatakikomi,O1w,Kisenosato,2014,09,2
NaN,NaN,M2w,Toyonoshima,fusen,O2w,Goeido,2014,09,2
1,0,O1e,Kotoshogiku,kotenage,K1e,Jokoryu,2014,09,2
0,1,M2e,Takayasu,oshidashi,S1w,Takekaze,2014,09,2
1,0,M4w,Osunaarashi,kotenage,M3w,Yoshikaze,2014,09,2
1,0,M4e,Takarafuji,hatakikomi,M5e,Toyohibiki,2014,09,2
0,1,M6w,Kaisei,yorikiri,M5w,Ikioi,2014,09,2
1,0,M6e,Aminishiki,hatakikomi,M7e,Shohozan,2014,09,2
0,1,M8w,Arawashi,yorikiri,M7w,Chiyootori,2014,09,2
1,0,M8e,Tochiozan,hikiotoshi,M9e,Tamawashi,2014,09,2
1,0,M10w,Kitataiki,yorikiri,M9w,Tochinowaka,2014,09,2
1,0,M10e,Ichinojo,yorikiri,M11e,Chiyomaru,2014,09,2
0,1,M12w,Sadanofuji,oshidashi,M11w,Takanoiwa,2014,09,2
0,1,M12e,Sadanoumi,yorikiri,M13w,Sokokurai,2014,09,2
1,0,M14e,Kyokutenho,yorikiri,M16w,Kagamio,2014,09,2
0,1,M15e,Kyokushuho,yorikiri,M15w,Okinoumi,2014,09,2
0,1,M16e,Tokitenku,oshidashi,J1w,Amuru,2014,09,2
1,0,J1e,Tokushoryu,oshidashi,J2e,Homarefuji,2014,09,2
0,1,J3w,Gagamaru,oshidashi,J2w,Sotairyu,2014,09,2
1,0,J3e,Shotenro,yorikiri,J4e,Tosayutaka,2014,09,2
1,0,J5w,Tochinoshin,oshidashi,J4w,Kotoyuki,2014,09,2
0,1,J5e,Wakanosato,yorikiri,J6e,Tamaasuka,2014,09,2
0,1,J8e,Tokushinho,oshidashi,J6w,Fujiazuma,2014,09,2
0,1,J7e,Asasekiryu,oshidashi,J8w,Chiyoo,2014,09,2
0,1,J10e,Sakigake,shitatenage,J9w,Satoyama,2014,09,2
0,1,J9e,Daieisho,yorikiri,J10w,Seiro,2014,09,2
1,0,J12e,Daido,uwatenage,J11w,Yoshiazuma,2014,09,2
1,0,J11e,Asahisho,hikiotoshi,J12w,Kitaharima,2014,09,2
0,1,J14e,Kyokutaisei,oshidashi,J13w,Chiyonokuni,2014,09,2
1,0,J13e,Akiseyama,yorikiri,J14w,Wakakoyu,2014,09,2
1,0,Y2e,Harumafuji,sukuinage,M2e,Takayasu,2014,09,3
1,0,Y1e,Hakuho,yorikiri,M1e,Terunofuji,2014,09,3
0,1,M1w,Endo,katasukashi,Y1w,Kakuryu,2014,09,3
1,0,M3w,Yoshikaze,komatasukui,O2w,Goeido,2014,09,3
1,0,O1e,Kotoshogiku,yorikiri,M3e,Aoiyama,2014,09,3
0,1,K1w,Chiyotairyu,yorikiri,O1w,Kisenosato,2014,09,3
0,1,K1e,Jokoryu,oshidashi,S1w,Takekaze,2014,09,3
1,0,M4e,Takarafuji,tsukiotoshi,M5w,Ikioi,2014,09,3
1,0,M6e,Aminishiki,yorikiri,M4w,Osunaarashi,2014,09,3
1,0,M5e,Toyohibiki,oshidashi,M7w,Chiyootori,2014,09,3
0,1,M8w,Arawashi,yorikiri,M6w,Kaisei,2014,09,3
1,0,M7e,Shohozan,tsukidashi,M9e,Tamawashi,2014,09,3
0,1,M8e,Tochiozan,yorikiri,M10e,Ichinojo,2014,09,3
0,1,M11w,Takanoiwa,yorikiri,M9w,Tochinowaka,2014,09,3
1,0,M12e,Sadanoumi,oshidashi,M10w,Kitataiki,2014,09,3
0,1,M11e,Chiyomaru,oshidashi,M13w,Sokokurai,2014,09,3
1,0,M14e,Kyokutenho,tsukiotoshi,M12w,Sadanofuji,2014,09,3
1,0,M15e,Kyokushuho,yorikiri,M16w,Kagamio,2014,09,3
0,1,M16e,Tokitenku,oshidashi,M15w,Okinoumi,2014,09,3
1,0,J1e,Tokushoryu,hatakikomi,J3e,Shotenro,2014,09,3
0,1,J4e,Tosayutaka,okuridashi,J1w,Amuru,2014,09,3
1,0,J2e,Homarefuji,yorikiri,J5e,Wakanosato,2014,09,3
0,1,J4w,Kotoyuki,oshidashi,J2w,Sotairyu,2014,09,3
0,1,J6e,Tamaasuka,oshidashi,J3w,Gagamaru,2014,09,3
0,1,J7e,Asasekiryu,yorikiri,J5w,Tochinoshin,2014,09,3
0,1,J8w,Chiyoo,oshidashi,J6w,Fujiazuma,2014,09,3
1,0,J8e,Tokushinho,oshidashi,J9e,Daieisho,2014,09,3
0,1,J11e,Asahisho,hikiotoshi,J9w,Satoyama,2014,09,3
1,0,J10e,Sakigake,yorikiri,J12e,Daido,2014,09,3
0,1,J11w,Yoshiazuma,sotogake,J10w,Seiro,2014,09,3
1,0,J13w,Chiyonokuni,okuritaoshi,J12w,Kitaharima,2014,09,3
1,0,J13e,Akiseyama,tsukiotoshi,J14e,Kyokutaisei,2014,09,3
1,0,Ms1e,Tenkaiho,yorikiri,J14w,Wakakoyu,2014,09,3
1,0,Y1e,Hakuho,yorikiri,M2e,Takayasu,2014,09,4
0,1,M3e,Aoiyama,sokubiotoshi,Y1w,Kakuryu,2014,09,4
0,1,Y2e,Harumafuji,hansoku,M3w,Yoshikaze,2014,09,4
1,0,O1e,Kotoshogiku,yoritaoshi,M1w,Endo,2014,09,4
0,1,M1e,Terunofuji,yorikiri,O1w,Kisenosato,2014,09,4
0,1,K1e,Jokoryu,shitatenage,O2w,Goeido,2014,09,4
1,0,K1w,Chiyotairyu,hikiotoshi,S1w,Takekaze,2014,09,4
0,1,M4e,Takarafuji,kotenage,M4w,Osunaarashi,2014,09,4
0,1,M5e,Toyohibiki,oshitaoshi,M5w,Ikioi,2014,09,4
1,0,M7w,Chiyootori,yorikiri,M6w,Kaisei,2014,09,4
0,1,M6e,Aminishiki,hatakikomi,M8w,Arawashi,2014,09,4
0,1,M7e,Shohozan,kotenage,M10e,Ichinojo,2014,09,4
1,0,M8e,Tochiozan,uwatedashinage,M11w,Takanoiwa,2014,09,4
0,1,M11e,Chiyomaru,oshidashi,M9w,Tochinowaka,2014,09,4
0,1,M9e,Tamawashi,yorikiri,M12e,Sadanoumi,2014,09,4
1,0,M14e,Kyokutenho,tsukiotoshi,M10w,Kitataiki,2014,09,4
1,0,M15w,Okinoumi,uwatenage,M12w,Sadanofuji,2014,09,4
1,0,M15e,Kyokushuho,yorikiri,M13w,Sokokurai,2014,09,4
0,1,M16e,Tokitenku,yorikiri,M16w,Kagamio,2014,09,4
1,0,J3w,Gagamaru,oshidashi,J1w,Amuru,2014,09,4
1,0,J1e,Tokushoryu,hikiotoshi,J4w,Kotoyuki,2014,09,4
0,1,J5e,Wakanosato,yoritaoshi,J2w,Sotairyu,2014,09,4
1,0,J2e,Homarefuji,tsukidashi,J4e,Tosayutaka,2014,09,4
1,0,J3e,Shotenro,oshidashi,J6e,Tamaasuka,2014,09,4
0,1,J8e,Tokushinho,yorikiri,J5w,Tochinoshin,2014,09,4
1,0,J9w,Satoyama,shitatenage,J6w,Fujiazuma,2014,09,4
1,0,J7e,Asasekiryu,sotogake,J10e,Sakigake,2014,09,4
1,0,J11w,Yoshiazuma,sokubiotoshi,J8w,Chiyoo,2014,09,4
0,1,J9e,Daieisho,hatakikomi,J13w,Chiyonokuni,2014,09,4
0,1,J14w,Wakakoyu,okuritaoshi,J10w,Seiro,2014,09,4
0,1,J11e,Asahisho,tsukiotoshi,J12e,Daido,2014,09,4
0,1,J13e,Akiseyama,oshidashi,J12w,Kitaharima,2014,09,4
1,0,J14e,Kyokutaisei,oshidashi,Ms1w,Tochihiryu,2014,09,4
0,1,M2e,Takayasu,hatakikomi,Y1w,Kakuryu,2014,09,5
NaN,NaN,Y2e,Harumafuji,fusen,M4w,Osunaarashi,2014,09,5
1,0,Y1e,Hakuho,hikiotoshi,M3e,Aoiyama,2014,09,5
0,1,K1e,Jokoryu,yorikiri,O1w,Kisenosato,2014,09,5
0,1,K1w,Chiyotairyu,hatakikomi,O2w,Goeido,2014,09,5
0,1,O1e,Kotoshogiku,hikiotoshi,M3w,Yoshikaze,2014,09,5
0,1,M1e,Terunofuji,tsukiotoshi,S1w,Takekaze,2014,09,5
1,0,M5e,Toyohibiki,oshitaoshi,M1w,Endo,2014,09,5
1,0,M4e,Takarafuji,okuridashi,M6w,Kaisei,2014,09,5
1,0,M8e,Tochiozan,hatakikomi,M5w,Ikioi,2014,09,5
0,1,M6e,Aminishiki,tsukidashi,M9e,Tamawashi,2014,09,5
1,0,M7e,Shohozan,tsukidashi,M9w,Tochinowaka,2014,09,5
1,0,M10e,Ichinojo,yorikiri,M7w,Chiyootori,2014,09,5
1,0,M10w,Kitataiki,oshitaoshi,M8w,Arawashi,2014,09,5
1,0,M11e,Chiyomaru,okuridashi,M14e,Kyokutenho,2014,09,5
1,0,M13w,Sokokurai,yorikiri,M11w,Takanoiwa,2014,09,5
0,1,M12e,Sadanoumi,yorikiri,M15e,Kyokushuho,2014,09,5
1,0,M16e,Tokitenku,susoharai,M12w,Sadanofuji,2014,09,5
0,1,M16w,Kagamio,yorikiri,M15w,Okinoumi,2014,09,5
1,0,J1e,Tokushoryu,oshidashi,J2w,Sotairyu,2014,09,5
1,0,J4w,Kotoyuki,oshidashi,J1w,Amuru,2014,09,5
0,1,J2e,Homarefuji,yorikiri,J5w,Tochinoshin,2014,09,5
1,0,J3e,Shotenro,oshidashi,J5e,Wakanosato,2014,09,5
0,1,J6w,Fujiazuma,oshidashi,J3w,Gagamaru,2014,09,5
1,0,J4e,Tosayutaka,yorikiri,J6e,Tamaasuka,2014,09,5
0,1,J7e,Asasekiryu,oshitaoshi,J8e,Tokushinho,2014,09,5
0,1,J9e,Daieisho,hatakikomi,J8w,Chiyoo,2014,09,5
0,1,J13w,Chiyonokuni,okuritaoshi,J9w,Satoyama,2014,09,5
1,0,J10e,Sakigake,yorikiri,J11w,Yoshiazuma,2014,09,5
0,1,J12e,Daido,oshidashi,J10w,Seiro,2014,09,5
0,1,J11e,Asahisho,tsukiotoshi,J14w,Wakakoyu,2014,09,5
1,0,J14e,Kyokutaisei,uwatenage,J12w,Kitaharima,2014,09,5
0,1,J13e,Akiseyama,oshitaoshi,Ms2e,Dewahayate,2014,09,5
1,0,Y1e,Hakuho,yorikiri,M3w,Yoshikaze,2014,09,6
0,1,M4e,Takarafuji,tsukiotoshi,Y1w,Kakuryu,2014,09,6
0,1,M1e,Terunofuji,sotogake,O2w,Goeido,2014,09,6
0,1,O1e,Kotoshogiku,hatakikomi,S1w,Takekaze,2014,09,6
0,1,M1w,Endo,uwatedashinage,O1w,Kisenosato,2014,09,6
1,0,M2e,Takayasu,uwatenage,K1w,Chiyotairyu,2014,09,6
1,0,K1e,Jokoryu,hatakikomi,M2w,Toyonoshima,2014,09,6
0,1,M3e,Aoiyama,oshidashi,M6w,Kaisei,2014,09,6
1,0,M5w,Ikioi,oshidashi,M4w,Osunaarashi,2014,09,6
0,1,M5e,Toyohibiki,okuridashi,M7e,Shohozan,2014,09,6
1,0,M6e,Aminishiki,yorikiri,M7w,Chiyootori,2014,09,6
1,0,M11w,Takanoiwa,uwatenage,M8w,Arawashi,2014,09,6
0,1,M8e,Tochiozan,tsukiotoshi,M12e,Sadanoumi,2014,09,6
1,0,M12w,Sadanofuji,yorikiri,M9w,Tochinowaka,2014,09,6
0,1,M9e,Tamawashi,oshidashi,M10w,Kitataiki,2014,09,6
1,0,M10e,Ichinojo,yorikiri,M15e,Kyokushuho,2014,09,6
1,0,M11e,Chiyomaru,tsukidashi,M16w,Kagamio,2014,09,6
1,0,M15w,Okinoumi,yorikiri,M13w,Sokokurai,2014,09,6
1,0,M14e,Kyokutenho,yoritaoshi,M16e,Tokitenku,2014,09,6
0,1,J2w,Sotairyu,oshidashi,J1w,Amuru,2014,09,6
0,1,J1e,Tokushoryu,yorikiri,J4e,Tosayutaka,2014,09,6
1,0,J2e,Homarefuji,oshidashi,J3e,Shotenro,2014,09,6
1,0,J5e,Wakanosato,hatakikomi,J3w,Gagamaru,2014,09,6
0,1,J6e,Tamaasuka,tsukidashi,J4w,Kotoyuki,2014,09,6
0,1,J6w,Fujiazuma,yorikiri,J5w,Tochinoshin,2014,09,6
0,1,J7e,Asasekiryu,uwatenage,J9e,Daieisho,2014,09,6
1,0,J9w,Satoyama,shitatenage,J8w,Chiyoo,2014,09,6
0,1,J8e,Tokushinho,hatakikomi,J12e,Daido,2014,09,6
0,1,J14e,Kyokutaisei,yorikiri,J10w,Seiro,2014,09,6
0,1,J10e,Sakigake,oshitaoshi,J14w,Wakakoyu,2014,09,6
0,1,J12w,Kitaharima,hatakikomi,J11w,Yoshiazuma,2014,09,6
0,1,J11e,Asahisho,tsukiotoshi,J13e,Akiseyama,2014,09,6
1,0,Ms2w,Iwasaki,oshidashi,J13w,Chiyonokuni,2014,09,6
0,1,K1w,Chiyotairyu,yorikiri,Y1w,Kakuryu,2014,09,7
1,0,Y1e,Hakuho,oshidashi,M2w,Toyonoshima,2014,09,7
0,1,O1e,Kotoshogiku,sukuinage,M2e,Takayasu,2014,09,7
0,1,M3w,Yoshikaze,oshidashi,O1w,Kisenosato,2014,09,7
0,1,M1w,Endo,katasukashi,O2w,Goeido,2014,09,7
1,0,M4e,Takarafuji,oshidashi,S1w,Takekaze,2014,09,7
1,0,K1e,Jokoryu,yorikiri,M1e,Terunofuji,2014,09,7
1,0,M3e,Aoiyama,yorikiri,M4w,Osunaarashi,2014,09,7
1,0,M5e,Toyohibiki,yorikiri,M8e,Tochiozan,2014,09,7
0,1,M10e,Ichinojo,uwatenage,M5w,Ikioi,2014,09,7
1,0,M6e,Aminishiki,okuridashi,M9w,Tochinowaka,2014,09,7
0,1,M9e,Tamawashi,tsukidashi,M6w,Kaisei,2014,09,7
0,1,M7e,Shohozan,okuridashi,M12e,Sadanoumi,2014,09,7
0,1,M14e,Kyokutenho,yorikiri,M7w,Chiyootori,2014,09,7
1,0,M13w,Sokokurai,tsuridashi,M8w,Arawashi,2014,09,7
0,1,M15e,Kyokushuho,yorikiri,M10w,Kitataiki,2014,09,7
1,0,M11e,Chiyomaru,oshitaoshi,M16e,Tokitenku,2014,09,7
1,0,M15w,Okinoumi,hikiotoshi,M11w,Takanoiwa,2014,09,7
1,0,M16w,Kagamio,yorikiri,M12w,Sadanofuji,2014,09,7
1,0,J1e,Tokushoryu,hatakikomi,J6e,Tamaasuka,2014,09,7
1,0,J5w,Tochinoshin,yorikiri,J1w,Amuru,2014,09,7
1,0,J2e,Homarefuji,okuridashi,J6w,Fujiazuma,2014,09,7
1,0,J7e,Asasekiryu,hatakikomi,J2w,Sotairyu,2014,09,7
1,0,J3e,Shotenro,oshidashi,J8e,Tokushinho,2014,09,7
0,1,J8w,Chiyoo,hatakikomi,J3w,Gagamaru,2014,09,7
0,1,J4e,Tosayutaka,yorikiri,J12w,Kitaharima,2014,09,7
1,0,J9w,Satoyama,okuridashi,J4w,Kotoyuki,2014,09,7
1,0,J5e,Wakanosato,uwatedashinage,J7w,Masunoyama,2014,09,7
1,0,J9e,Daieisho,oshidashi,J13e,Akiseyama,2014,09,7
0,1,J10e,Sakigake,hikiotoshi,J14e,Kyokutaisei,2014,09,7
1,0,J11e,Asahisho,hatakikomi,J10w,Seiro,2014,09,7
1,0,J14w,Wakakoyu,oshidashi,J11w,Yoshiazuma,2014,09,7
1,0,J12e,Daido,hatakikomi,J13w,Chiyonokuni,2014,09,7
1,0,Y1e,Hakuho,yorikiri,K1e,Jokoryu,2014,09,8
0,1,M2w,Toyonoshima,tsukiotoshi,Y1w,Kakuryu,2014,09,8
0,1,S1w,Takekaze,oshidashi,O1w,Kisenosato,2014,09,8
1,0,M3e,Aoiyama,hatakikomi,O2w,Goeido,2014,09,8
1,0,O1e,Kotoshogiku,tsukiotoshi,M4e,Takarafuji,2014,09,8
1,0,M1e,Terunofuji,yorikiri,K1w,Chiyotairyu,2014,09,8
0,1,M2e,Takayasu,oshidashi,M1w,Endo,2014,09,8
0,1,M5w,Ikioi,yorikiri,M3w,Yoshikaze,2014,09,8
1,0,M6w,Kaisei,yorikiri,M4w,Osunaarashi,2014,09,8
0,1,M5e,Toyohibiki,shitatenage,M8w,Arawashi,2014,09,8
1,0,M6e,Aminishiki,hatakikomi,M10w,Kitataiki,2014,09,8
0,1,M9w,Tochinowaka,oshidashi,M7w,Chiyootori,2014,09,8
0,1,M7e,Shohozan,katasukashi,M14e,Kyokutenho,2014,09,8
1,0,M8e,Tochiozan,oshidashi,M12w,Sadanofuji,2014,09,8
0,1,M9e,Tamawashi,yorikiri,M15e,Kyokushuho,2014,09,8
1,0,M10e,Ichinojo,uwatenage,M15w,Okinoumi,2014,09,8
0,1,M16e,Tokitenku,yorikiri,M11w,Takanoiwa,2014,09,8
0,1,M11e,Chiyomaru,oshidashi,M12e,Sadanoumi,2014,09,8
1,0,M16w,Kagamio,yorikiri,M13w,Sokokurai,2014,09,8
0,1,J3e,Shotenro,hatakikomi,J1w,Amuru,2014,09,8
1,0,J1e,Tokushoryu,tsukiotoshi,J6w,Fujiazuma,2014,09,8
1,0,J5w,Tochinoshin,yorikiri,J2w,Sotairyu,2014,09,8
1,0,J2e,Homarefuji,oshidashi,J4w,Kotoyuki,2014,09,8
1,0,J7e,Asasekiryu,shitatenage,J3w,Gagamaru,2014,09,8
1,0,J4e,Tosayutaka,yorikiri,J8e,Tokushinho,2014,09,8
0,1,J5e,Wakanosato,oshidashi,J11e,Asahisho,2014,09,8
1,0,J6e,Tamaasuka,oshidashi,J11w,Yoshiazuma,2014,09,8
1,0,J12w,Kitaharima,yorikiri,J7w,Masunoyama,2014,09,8
0,1,J12e,Daido,tsukiotoshi,J8w,Chiyoo,2014,09,8
1,0,J14w,Wakakoyu,hatakikomi,J9w,Satoyama,2014,09,8
0,1,J9e,Daieisho,hikiotoshi,J14e,Kyokutaisei,2014,09,8
NaN,NaN,J13w,Chiyonokuni,fusen,J10w,Seiro,2014,09,8
0,1,J10e,Sakigake,yorikiri,J13e,Akiseyama,2014,09,8
1,0,M3w,Yoshikaze,oshidashi,Y1w,Kakuryu,2014,09,9
1,0,Y1e,Hakuho,yorikiri,M4e,Takarafuji,2014,09,9
1,0,O2w,Goeido,kubinage,O1w,Kisenosato,2014,09,9
1,0,O1e,Kotoshogiku,yorikiri,K1w,Chiyotairyu,2014,09,9
0,1,M1w,Endo,hikiotoshi,S1w,Takekaze,2014,09,9
0,1,K1e,Jokoryu,oshidashi,M2e,Takayasu,2014,09,9
0,1,M1e,Terunofuji,katasukashi,M2w,Toyonoshima,2014,09,9
1,0,M3e,Aoiyama,tsukiotoshi,M5e,Toyohibiki,2014,09,9
0,1,M7e,Shohozan,hatakikomi,M4w,Osunaarashi,2014,09,9
1,0,M10w,Kitataiki,oshidashi,M5w,Ikioi,2014,09,9
1,0,M6e,Aminishiki,shitatenage,M6w,Kaisei,2014,09,9
0,1,M9e,Tamawashi,oshidashi,M7w,Chiyootori,2014,09,9
0,1,M8e,Tochiozan,hatakikomi,M15w,Okinoumi,2014,09,9
1,0,M16w,Kagamio,uwatedashinage,M8w,Arawashi,2014,09,9
0,1,M16e,Tokitenku,yorikiri,M9w,Tochinowaka,2014,09,9
1,0,M10e,Ichinojo,yorikiri,M12e,Sadanoumi,2014,09,9
0,1,M11e,Chiyomaru,yorikiri,M11w,Takanoiwa,2014,09,9
1,0,M15e,Kyokushuho,katasukashi,M12w,Sadanofuji,2014,09,9
0,1,M14e,Kyokutenho,yorikiri,M13w,Sokokurai,2014,09,9
1,0,J1e,Tokushoryu,oshidashi,J8w,Chiyoo,2014,09,9
0,1,J6w,Fujiazuma,uwatedashinage,J1w,Amuru,2014,09,9
1,0,J2e,Homarefuji,oshidashi,J3w,Gagamaru,2014,09,9
0,1,J8e,Tokushinho,tsukiotoshi,J2w,Sotairyu,2014,09,9
0,1,J3e,Shotenro,uwatenage,J5w,Tochinoshin,2014,09,9
0,1,J4e,Tosayutaka,yoritaoshi,J9w,Satoyama,2014,09,9
1,0,J11e,Asahisho,hikiotoshi,J4w,Kotoyuki,2014,09,9
1,0,J5e,Wakanosato,oshidashi,J10e,Sakigake,2014,09,9
1,0,J6e,Tamaasuka,oshidashi,J12w,Kitaharima,2014,09,9
0,1,J7e,Asasekiryu,sukuinage,J7w,Masunoyama,2014,09,9
1,0,J9e,Daieisho,yorikiri,J14w,Wakakoyu,2014,09,9
0,1,J13e,Akiseyama,yorikiri,J10w,Seiro,2014,09,9
0,1,Ms3e,Kotoeko,yorikiri,J11w,Yoshiazuma,2014,09,9
1,0,J12e,Daido,oshidashi,J14e,Kyokutaisei,2014,09,9
1,0,Y1e,Hakuho,tsukiotoshi,M4w,Osunaarashi,2014,09,10
0,1,S1w,Takekaze,uwatedashinage,Y1w,Kakuryu,2014,09,10
1,0,O1e,Kotoshogiku,yorikiri,O2w,Goeido,2014,09,10
1,0,M4e,Takarafuji,yoritaoshi,O1w,Kisenosato,2014,09,10
1,0,M2w,Toyonoshima,tsukiotoshi,K1w,Chiyotairyu,2014,09,10
1,0,K1e,Jokoryu,harimanage,M1w,Endo,2014,09,10
1,0,M1e,Terunofuji,ashitori,M2e,Takayasu,2014,09,10
1,0,M10e,Ichinojo,hatakikomi,M3w,Yoshikaze,2014,09,10
0,1,M3e,Aoiyama,oshidashi,M5w,Ikioi,2014,09,10
0,1,M5e,Toyohibiki,oshidashi,M6e,Aminishiki,2014,09,10
1,0,M8e,Tochiozan,sukuinage,M6w,Kaisei,2014,09,10
0,1,M10w,Kitataiki,yorikiri,M7w,Chiyootori,2014,09,10
0,1,M7e,Shohozan,oshidashi,M15w,Okinoumi,2014,09,10
0,1,M15e,Kyokushuho,yorikiri,M8w,Arawashi,2014,09,10
1,0,M13w,Sokokurai,shitatenage,M9w,Tochinowaka,2014,09,10
1,0,M9e,Tamawashi,oshidashi,M16e,Tokitenku,2014,09,10
1,0,M16w,Kagamio,uwatenage,M11w,Takanoiwa,2014,09,10
0,1,M11e,Chiyomaru,oshidashi,M12w,Sadanofuji,2014,09,10
0,1,M12e,Sadanoumi,yorikiri,M14e,Kyokutenho,2014,09,10
1,0,J1e,Tokushoryu,oshidashi,J1w,Amuru,2014,09,10
1,0,J2e,Homarefuji,hatakikomi,J2w,Sotairyu,2014,09,10
1,0,J5w,Tochinoshin,yorikiri,J3w,Gagamaru,2014,09,10
0,1,J3e,Shotenro,yorikiri,J7e,Asasekiryu,2014,09,10
0,1,J10e,Sakigake,tsukidashi,J4w,Kotoyuki,2014,09,10
1,0,J4e,Tosayutaka,yorikiri,J10w,Seiro,2014,09,10
0,1,J5e,Wakanosato,oshidashi,J8e,Tokushinho,2014,09,10
0,1,J12e,Daido,oshitaoshi,J6w,Fujiazuma,2014,09,10
1,0,J6e,Tamaasuka,okuridashi,J14e,Kyokutaisei,2014,09,10
1,0,J11e,Asahisho,hikiotoshi,J7w,Masunoyama,2014,09,10
0,1,J14w,Wakakoyu,tsukidashi,J8w,Chiyoo,2014,09,10
0,1,J13e,Akiseyama,katasukashi,J9w,Satoyama,2014,09,10
1,0,J9e,Daieisho,oshidashi,J11w,Yoshiazuma,2014,09,10
0,1,Ms3w,Tatsu,oshidashi,J12w,Kitaharima,2014,09,10
0,1,O2w,Goeido,tsukiotoshi,Y1w,Kakuryu,2014,09,11
1,0,Y1e,Hakuho,hatakikomi,S1w,Takekaze,2014,09,11
1,0,M10e,Ichinojo,hatakikomi,O1w,Kisenosato,2014,09,11
1,0,O1e,Kotoshogiku,oshidashi,M4w,Osunaarashi,2014,09,11
0,1,K1e,Jokoryu,tsukitaoshi,M3e,Aoiyama,2014,09,11
NaN,NaN,M1w,Endo,fusen,K1w,Chiyotairyu,2014,09,11
1,0,M1e,Terunofuji,uwatenage,M6w,Kaisei,2014,09,11
1,0,M2e,Takayasu,yorikiri,M4e,Takarafuji,2014,09,11
0,1,M11e,Chiyomaru,oshidashi,M2w,Toyonoshima,2014,09,11
1,0,M6e,Aminishiki,hatakikomi,M3w,Yoshikaze,2014,09,11
1,0,M5e,Toyohibiki,oshidashi,M10w,Kitataiki,2014,09,11
0,1,M11w,Takanoiwa,yorikiri,M5w,Ikioi,2014,09,11
1,0,M7e,Shohozan,tsukidashi,M13w,Sokokurai,2014,09,11
